doctor_id,npi,dea_number,first_name,last_name,full_name,specialty,hospital_affiliation,address,city,state,zip_code,phone,email,license_number,license_state,license_expiry,years_of_practice,is_active,fraud_flag,created_at
DOC101182,2650471883,AB9954288,David,Hull,Dr. David Hull,Oncology,Castro-Valentine,16367 Steve Drive,Maryside,FL,9290,553.576.4298,david.hull@kaiserhealth.org,IL47329,MI,18-07-2027,30,TRUE,FALSE,10-04-2023
DOC101183,2679899470,PY1706901,Stephanie,Hines,Dr. Stephanie Hines,Pulmonology,Allen-Richardson,88532 Hobbs Highway Apt. 114,Houstonport,MI,60177,347-637-7049x90967,stephanie.hines@kaiserhealth.org,GA20752,NY,17-01-2029,6,FALSE,FALSE,21-10-2024
DOC101184,1847156756,PL0518860,Tiffany,Rogers,Dr. Tiffany Rogers,Oncology,Bautista-Hall,03405 Harris Locks Apt. 080,Lisafort,CA,41627,(394)830-7218x87716,tiffany.rogers@kaiserhealth.org,GA96794,IL,09-11-2028,21,TRUE,FALSE,20-10-2025
DOC101185,1343596985,AJ5056693,Steven,Hall,Dr. Steven Hall,Hematology,Parker Medical Center,48578 Cole Creek,South Mark,PA,63030,001-728-418-2912x789,steven.hall@kaiserhealth.org,IL15971,TX,05-08-2028,21,FALSE,FALSE,29-05-2026
DOC101186,2178925714,BE5038576,Stephanie,Aguilar,Dr. Stephanie Aguilar,Endocrinology,"Suarez, Johnson and Moreno",585 Lee Station,North Jasmin,OH,36952,876.931.8559,stephanie.aguilar@kaiserhealth.org,IL77392,NY,03-08-2027,31,TRUE,FALSE,08-09-2025
DOC101187,1849368063,LS5301012,Lorraine,Graham,Dr. Lorraine Graham,Oncology,"Davenport, Scott and Mckinney",4000 Johnson Mills,Robertberg,CA,31754,001-410-764-0797x29682,lorraine.graham@kaiserhealth.org,MI59462,MI,06-09-2030,26,TRUE,FALSE,04-02-2024
DOC101188,1048527758,NR0365620,Eric,Bradshaw,Dr. Eric Bradshaw,Oncology,"Adams, Cooley and Dawson",1973 Russell View,Victoriamouth,OH,96545,(787)283-7105x392,eric.bradshaw@kaiserhealth.org,FL43256,IL,18-11-2030,23,TRUE,FALSE,25-02-2025
DOC101189,2689633181,XE3357617,Heather,Simpson,Dr. Heather Simpson,Oncology,Grant and Sons,17430 Brown Estate Suite 600,Davidville,GA,54110,+1-367-975-2707x12797,heather.simpson@kaiserhealth.org,FL26257,GA,28-04-2029,24,TRUE,FALSE,22-04-2023
DOC101190,2776262636,QT5089897,Judith,Nguyen,Dr. Judith Nguyen,Hematology,Marks-Juarez,729 Grace Fords,South Rebekahchester,CA,61037,(322)770-2543x1639,judith.nguyen@kaiserhealth.org,GA59064,MI,31-08-2029,22,TRUE,FALSE,14-02-2024
DOC101191,1485295377,JA3767687,Wendy,Nelson,Dr. Wendy Nelson,Pulmonology,Martinez-Barnes,7820 Ryan Brooks Suite 155,Lake Lisafurt,CA,8977,240.897.3122,wendy.nelson@kaiserhealth.org,IL29699,CA,16-02-2029,35,TRUE,FALSE,25-03-2025
DOC101192,2149753411,LR3309900,Ryan,Cordova,Dr. Ryan Cordova,Oncology,Douglas-Nguyen,2169 Walker Fork,New Julie,MI,10105,480.358.1380x573,ryan.cordova@kaiserhealth.org,IL14390,OH,12-06-2028,28,TRUE,FALSE,16-09-2024
DOC101193,1344538565,HL2326600,Kimberly,Wallace,Dr. Kimberly Wallace,Oncology,"Todd, Gaines and Castro",5526 Leslie Burgs Suite 055,Smithburgh,IL,82145,(808)468-7441x235,kimberly.wallace@kaiserhealth.org,GA13788,MI,19-06-2031,10,TRUE,FALSE,13-03-2024
DOC101194,1495611998,UU6511815,Anna,Carlson,Dr. Anna Carlson,Gastroenterology,Wright-Jordan,2551 Miller Union,Nealstad,CA,10404,001-437-984-9531,anna.carlson@kaiserhealth.org,GA46265,OH,28-11-2030,32,TRUE,FALSE,06-03-2023
DOC101195,2776186870,JQ9666829,Joseph,Oneill,Dr. Joseph Oneill,Oncology,Moreno-Smith,762 James Grove,Hinesfurt,PA,36838,+1-361-252-6532x22470,joseph.oneill@kaiserhealth.org,TX58347,OH,14-12-2027,26,FALSE,FALSE,16-10-2023
DOC101196,2089142330,FU2764054,Allison,Rodriguez,Dr. Allison Rodriguez,Oncology,"Le, Jones and Grant",89437 Spencer Track Apt. 268,South Karenbury,FL,1587,001-308-605-8899x0580,allison.rodriguez@kaiserhealth.org,MI80127,OH,25-07-2027,16,FALSE,FALSE,18-02-2023
DOC101197,1405131866,BK7473389,Jay,Joseph,Dr. Jay Joseph,Cardiology,Morgan Medical Center,056 Matthew Row,Patrickshire,IL,77872,6218311669,jay.joseph@kaiserhealth.org,GA75580,PA,04-08-2027,15,TRUE,FALSE,29-08-2022
DOC101198,2420359441,AX2387351,Susan,Jones,Dr. Susan Jones,Oncology,Bullock-Estes,2812 Knight Way Apt. 620,Meyersview,OH,82013,584.395.9126x09203,susan.jones@kaiserhealth.org,OH50644,GA,29-07-2030,35,TRUE,FALSE,14-09-2023
DOC101199,1135183025,SM3465815,Julie,Wood,Dr. Julie Wood,Oncology,"Gomez, Baldwin and Savage",5781 Andrew Ports Suite 043,Robertsville,CA,52659,250-986-2953x223,julie.wood@kaiserhealth.org,NC80512,PA,15-02-2028,15,TRUE,FALSE,20-10-2023
DOC101200,2895599098,KY1286558,Patricia,Werner,Dr. Patricia Werner,Cardiology,"Lowery, Cruz and Davis",1395 Burns Islands,Wilsontown,OH,90656,783-393-4083x54427,patricia.werner@kaiserhealth.org,GA55241,MI,01-01-2030,16,TRUE,FALSE,16-12-2022
DOC101201,1193489180,BG8146342,Alexis,Salazar,Dr. Alexis Salazar,Nephrology,James-Gonzalez,962 Graham Estates Apt. 368,North Linda,CA,62106,434-218-3995x57802,alexis.salazar@kaiserhealth.org,IL30576,NY,14-11-2027,28,TRUE,FALSE,11-05-2025
DOC101202,1091218527,GK1146133,Tyler,Gregory,Dr. Tyler Gregory,Cardiology,Fisher PLC,0269 Adams Fork Suite 341,Heatherland,CA,4518,001-932-631-8667x9066,tyler.gregory@kaiserhealth.org,PA57506,FL,01-07-2029,8,FALSE,FALSE,05-08-2025
DOC101203,2303044077,TC1096598,Debbie,Taylor,Dr. Debbie Taylor,Pulmonology,Marquez Medical Center,040 William Gateway,Mathisburgh,PA,52180,5186777953,debbie.taylor@kaiserhealth.org,PA69849,OH,07-02-2028,32,TRUE,FALSE,17-08-2022
DOC101204,2541829912,PV9452064,Mark,Vargas,Dr. Mark Vargas,Oncology,"Anderson, Baker and Ward",7277 Cox Spring Suite 021,Jacobville,MI,37459,646.403.6383x96878,mark.vargas@kaiserhealth.org,NY13002,OH,12-12-2030,11,FALSE,FALSE,18-08-2021
DOC101205,2691008224,ED6826822,Katherine,Flynn,Dr. Katherine Flynn,Cardiology,Murray-Mccullough,8947 Brown Lights,Lake Brittany,GA,69474,932-902-5461x67946,katherine.flynn@kaiserhealth.org,PA93628,OH,24-09-2029,15,TRUE,FALSE,28-01-2022
DOC101206,2996208347,UY1005932,April,Gill,Dr. April Gill,Oncology,"Cobb, Lewis and Perry",95945 Janet Circles,Lake Annmouth,GA,23165,950.819.4737,april.gill@kaiserhealth.org,TX27389,NC,30-01-2028,34,TRUE,FALSE,26-11-2024
DOC101207,1220074859,RE4387129,Emily,Wagner,Dr. Emily Wagner,Rheumatology,"Gray, Rivas and Carter",791 Spencer Roads Apt. 200,North Kristinaville,NY,97802,928-766-9062x515,emily.wagner@kaiserhealth.org,IL53866,TX,27-12-2029,7,TRUE,FALSE,21-05-2024
DOC101208,1286060480,FF4065474,Daniel,Camacho,Dr. Daniel Camacho,Hematology,Cunningham Group,08004 Robertson Orchard Apt. 422,Hodgeport,OH,94964,001-396-965-2948x305,daniel.camacho@kaiserhealth.org,MI54704,CA,10-01-2028,6,TRUE,FALSE,25-06-2026
DOC101209,1898566430,DN5562388,Steven,Paul,Dr. Steven Paul,Oncology,White and Sons,35367 Lowe Springs Suite 773,Rebeccaberg,NC,51357,001-658-275-0310x49791,steven.paul@kaiserhealth.org,NC76905,GA,30-06-2029,29,TRUE,FALSE,22-07-2025
DOC101210,1136062290,CD3860479,Charles,Woodard,Dr. Charles Woodard,Pulmonology,"White, Hicks and Sosa",99074 Long Station Suite 974,Hernandezland,GA,60723,224-535-6683,charles.woodard@kaiserhealth.org,NY85683,MI,24-02-2028,5,TRUE,FALSE,16-06-2024
DOC101211,1351489538,FY9441914,Katherine,Hughes,Dr. Katherine Hughes,Oncology,"Watson, Thomas and Cox",673 Daniel Mountains Apt. 072,Lake Caitlin,MI,60958,(346)812-6149x9363,katherine.hughes@kaiserhealth.org,CA57407,FL,30-03-2028,24,TRUE,FALSE,01-04-2025
DOC101212,1951673095,HE6708488,Matthew,Wolfe,Dr. Matthew Wolfe,Infectious Disease,Walker-Dillon,519 Long Locks,North Bryan,CA,52125,262.910.5164,matthew.wolfe@kaiserhealth.org,OH53480,OH,31-08-2029,14,TRUE,FALSE,05-06-2025
DOC101213,1582282801,SG2353068,Molly,Hanna,Dr. Molly Hanna,Gastroenterology,"Bradford, Brown and Turner",35373 Diaz Estate,Weeksburgh,PA,78580,298-967-7705x54899,molly.hanna@kaiserhealth.org,OH80146,IL,16-11-2027,32,TRUE,FALSE,16-01-2023
DOC101214,2780964583,RJ4959752,Heather,Mora,Dr. Heather Mora,Cardiology,Lynch-Guzman,4827 Brandon Crossroad,East Kimberly,FL,14246,226.489.3746,heather.mora@kaiserhealth.org,PA93385,FL,08-10-2027,10,FALSE,FALSE,14-08-2023
DOC101215,2559289748,YQ4114862,Ryan,Gardner,Dr. Ryan Gardner,Infectious Disease,"Mitchell, Ward and Olson",918 Thompson Road,Bryanshire,GA,46794,(717)965-5892x23552,ryan.gardner@kaiserhealth.org,PA25768,NY,03-05-2030,36,TRUE,FALSE,18-09-2021
DOC101216,2349655156,KD9678963,Molly,Villanueva,Dr. Molly Villanueva,Oncology,Smith Ltd,82933 Sampson Plains,Rosefort,CA,14115,(635)896-4726x847,molly.villanueva@kaiserhealth.org,MI37072,PA,03-09-2028,37,TRUE,FALSE,22-07-2024
DOC101217,1163015972,FJ2284834,Manuel,Gibson,Dr. Manuel Gibson,Nephrology,Prince and Sons,18508 Sarah Neck,Richardport,TX,46457,001-905-981-0580x10886,manuel.gibson@kaiserhealth.org,GA60013,OH,30-11-2030,40,TRUE,FALSE,15-09-2023
DOC101218,2601804033,KT0153735,Jon,Graham,Dr. Jon Graham,Gastroenterology,"Lewis, Schmidt and Ingram",3646 Allen Forges Apt. 477,Juliachester,OH,30499,379.722.6281,jon.graham@kaiserhealth.org,OH73697,NY,01-07-2027,27,TRUE,FALSE,14-01-2023
DOC101219,2605392609,PR4627205,Jeffery,Roberts,Dr. Jeffery Roberts,Oncology,"Mercado, Jimenez and Roberts",52194 Luis Roads Apt. 472,Johnsonfort,OH,84596,001-962-591-4597,jeffery.roberts@kaiserhealth.org,IL91795,MI,28-03-2029,9,TRUE,FALSE,15-09-2024
DOC101220,1856728502,CM5383077,Allen,Patel,Dr. Allen Patel,Rheumatology,"Boyle, Carpenter and Obrien",4736 Diaz Ridges,Brewerhaven,PA,46385,674.689.5571x31984,allen.patel@kaiserhealth.org,NC28187,NY,13-11-2030,15,TRUE,FALSE,24-10-2024
DOC101221,2439567844,NA7890751,Caleb,Graham,Dr. Caleb Graham,Nephrology,"Flores, Morgan and King",4372 Donald Parkways Suite 877,Patrickland,CA,81876,589-487-5579,caleb.graham@kaiserhealth.org,NY89580,NC,08-08-2030,9,TRUE,FALSE,02-02-2023
DOC101222,2512944149,FL3164982,Lisa,Williams,Dr. Lisa Williams,Oncology,Hull Hospital,4517 Noah Plaza,Justinmouth,FL,96099,001-419-934-4246,lisa.williams@kaiserhealth.org,NC94422,PA,08-12-2027,35,TRUE,FALSE,22-08-2022
DOC101223,2656590705,LK9434368,Jacob,Young,Dr. Jacob Young,Hematology,Hampton Group,35359 Edwards View Apt. 962,Lake Jane,GA,78411,(908)878-7578x8273,jacob.young@kaiserhealth.org,NY54077,OH,19-07-2028,16,FALSE,FALSE,24-11-2021
DOC101224,1949076341,MG5977100,Brianna,Harrison,Dr. Brianna Harrison,Oncology,Carpenter PLC,6609 Sandoval Parks,Sarahtown,NY,99339,4442507296,brianna.harrison@kaiserhealth.org,PA94338,IL,01-06-2030,34,TRUE,FALSE,10-03-2022
DOC101225,1494314872,FM5785641,Andre,Alexander,Dr. Andre Alexander,Neurology,Page Ltd,5278 Michael Lights,North Marvin,PA,40384,+1-415-667-1177x53987,andre.alexander@kaiserhealth.org,IL94955,GA,27-11-2030,24,TRUE,FALSE,06-03-2024
DOC101226,2573952328,MM5809579,Angela,Moran,Dr. Angela Moran,Oncology,"Buchanan, Abbott and Stevens",840 Murphy Island,Lake Andrea,GA,791,(236)959-7268x395,angela.moran@kaiserhealth.org,PA75743,NY,24-08-2030,31,TRUE,FALSE,12-09-2021
DOC101227,1841362334,QA4071469,Michael,Salinas,Dr. Michael Salinas,Hematology,Ortiz Group,12815 Kelley Plaza Suite 027,Jeffreyshire,NY,73474,001-821-549-2413x71730,michael.salinas@kaiserhealth.org,IL74579,MI,26-11-2029,36,TRUE,FALSE,17-10-2021
DOC101228,1418559508,YG7456017,Maria,Rice,Dr. Maria Rice,Oncology,"Lewis, Russell and Green",8167 James Locks,Rogerschester,FL,6520,(777)955-9573x5410,maria.rice@kaiserhealth.org,MI60895,NY,17-07-2029,6,TRUE,FALSE,10-08-2022
DOC101229,2900170679,WJ9078692,Michael,Smith,Dr. Michael Smith,Gastroenterology,White Ltd,85587 Jason Oval,Katelynfort,PA,82982,(308)702-4104,michael.smith@kaiserhealth.org,PA99116,NY,01-10-2027,30,FALSE,FALSE,19-06-2025
DOC101230,1159389676,XH5367355,Jill,Mayer,Dr. Jill Mayer,Gastroenterology,Riley-Wilson,81611 Reid Roads Suite 613,Allenview,MI,58231,+1-950-200-4584x08922,jill.mayer@kaiserhealth.org,OH15960,GA,22-03-2029,8,TRUE,FALSE,08-05-2026
DOC101231,1883413351,GV0143097,Cindy,Johnson,Dr. Cindy Johnson,Pulmonology,"Cruz, Lawson and Parker",6580 Kristina Lock,New Jeff,TX,38889,722.345.5817x0833,cindy.johnson@kaiserhealth.org,GA93263,IL,28-10-2030,19,TRUE,FALSE,08-01-2024
DOC101232,1579671480,GY0073565,Monica,Contreras,Dr. Monica Contreras,Gastroenterology,Nelson-Fields,3900 Jordan Forest Apt. 488,Simpsonburgh,TX,41943,940-596-1709,monica.contreras@kaiserhealth.org,OH13301,NC,23-10-2027,16,FALSE,FALSE,23-09-2025
DOC101233,2263794128,SN6911223,Makayla,Farley,Dr. Makayla Farley,Oncology,"Schmitt, Clay and Montes",03846 Erin Plaza,West Brianfurt,CA,33581,446-962-5731x25361,makayla.farley@kaiserhealth.org,IL92132,TX,17-03-2029,25,TRUE,FALSE,02-10-2025
DOC101234,2119789259,KN5744653,Shaun,Jackson,Dr. Shaun Jackson,Endocrinology,Buchanan PLC,9474 Johnson Circle Suite 173,North Katherine,PA,65517,960-342-6144,shaun.jackson@kaiserhealth.org,PA46721,IL,23-04-2031,9,TRUE,FALSE,16-01-2025
DOC101235,1851367380,XL2038819,Mason,Charles,Dr. Mason Charles,Neurology,Miranda-Wood,4582 Rodgers Heights Suite 419,Port Jeffreymouth,GA,73600,5495876209,mason.charles@kaiserhealth.org,OH77238,IL,21-05-2029,11,TRUE,FALSE,04-08-2023
DOC101236,2714622014,XS3335401,Brooke,Galvan,Dr. Brooke Galvan,Cardiology,"Martin, Nolan and Montoya",74146 Kirk Groves Apt. 261,West James,TX,20806,355-761-8326x21384,brooke.galvan@kaiserhealth.org,GA32149,NC,17-12-2028,18,FALSE,FALSE,09-02-2022
DOC101237,1308764770,UA6761837,Megan,Johnston,Dr. Megan Johnston,Infectious Disease,Nelson-Anderson,75056 William Harbor Apt. 072,Jonesfurt,TX,25161,540.429.3781,megan.johnston@kaiserhealth.org,MI58912,CA,23-03-2029,35,TRUE,FALSE,28-06-2025
DOC101238,2162172048,SS6804186,Eric,Wright,Dr. Eric Wright,Nephrology,Johns and Sons,6746 Buck Underpass Apt. 946,Bowmanmouth,FL,99140,792-994-4993x1367,eric.wright@kaiserhealth.org,CA39646,TX,29-02-2028,29,TRUE,FALSE,03-12-2024
DOC101239,2649674199,CN0539064,Robert,Green,Dr. Robert Green,Nephrology,"Maynard, Smith and Mcdaniel",6783 Anthony Club,Martinezborough,CA,14565,579.305.3403x8833,robert.green@kaiserhealth.org,MI73772,CA,12-04-2030,19,TRUE,FALSE,16-03-2024
DOC101240,2197018158,UD3682967,Laura,Ortega,Dr. Laura Ortega,Oncology,"Davis, Smith and Sanders",023 Taylor Centers Apt. 938,Stephanieland,GA,14964,(743)397-8157x341,laura.ortega@kaiserhealth.org,IL32957,NY,03-08-2027,26,FALSE,FALSE,15-09-2024
DOC101241,1936252602,FD6908875,Kimberly,Smith,Dr. Kimberly Smith,Oncology,Mathis-Young,0460 Robert Shoal Apt. 247,East Sarah,NC,44657,482-361-3506,kimberly.smith@kaiserhealth.org,CA28555,MI,02-10-2027,19,TRUE,FALSE,30-12-2025
DOC101242,2838439106,MQ3517454,Keith,Jones,Dr. Keith Jones,Infectious Disease,Richard-Wu,062 Benjamin Ridge Suite 526,Barnesstad,MI,7004,-7737,keith.jones@kaiserhealth.org,FL55240,NY,18-05-2029,6,TRUE,FALSE,02-06-2023
DOC101243,1401283319,LM8979903,Thomas,Gonzalez,Dr. Thomas Gonzalez,Rheumatology,"Jennings, Chavez and Mclean",039 Carrie Drives,North Matthewfurt,MI,23711,(407)302-4748x5798,thomas.gonzalez@kaiserhealth.org,GA23102,GA,23-06-2028,36,TRUE,FALSE,04-12-2022
DOC101244,2030568709,KC2460516,Steven,Patel,Dr. Steven Patel,Pulmonology,Crosby-Hernandez,29725 Johnson Hill,New Gabriella,NC,39264,254.231.8864x5947,steven.patel@kaiserhealth.org,FL93177,NC,08-07-2029,25,TRUE,FALSE,18-05-2026
DOC101245,2684187677,XP0064345,Glenn,Haas,Dr. Glenn Haas,Nephrology,Robinson-Jenkins,5550 Decker Junction,New Trevor,GA,5572,9774099031,glenn.haas@kaiserhealth.org,FL20489,GA,25-11-2027,20,TRUE,FALSE,26-02-2022
DOC101246,1249675745,DA4848094,Laura,Cannon,Dr. Laura Cannon,Oncology,"Mann, Smith and Lee",56964 Darrell Corner,Richardland,CA,81514,+1-833-652-0622x60931,laura.cannon@kaiserhealth.org,NY80962,NY,19-01-2028,27,TRUE,FALSE,12-10-2024
DOC101247,2427079959,YK7611107,Raymond,Giles,Dr. Raymond Giles,Nephrology,Wilson Medical Center,82310 Thomas Spurs Suite 199,Leslieview,CA,6556,519-795-0819x00567,raymond.giles@kaiserhealth.org,OH50196,GA,01-03-2028,28,TRUE,FALSE,16-01-2025
DOC101248,2657289722,NX9348540,Whitney,Diaz,Dr. Whitney Diaz,Neurology,Miller-Marsh,2413 Edward Ferry,Mendozaville,MI,7621,(965)660-2492x3577,whitney.diaz@kaiserhealth.org,CA89803,NC,04-11-2027,21,FALSE,FALSE,21-01-2024
DOC101249,2856066992,WY6138268,Bethany,Richardson,Dr. Bethany Richardson,Oncology,Jimenez and Sons,79975 Phillip Crossing,Alisonhaven,CA,82348,001-389-316-8317x151,bethany.richardson@kaiserhealth.org,MI68046,GA,04-08-2028,34,TRUE,FALSE,16-11-2022
DOC101250,2703996263,RQ9271107,Jennifer,Wilson,Dr. Jennifer Wilson,Neurology,Miles-Mason,6731 Scott Streets Suite 419,Lake Robertmouth,PA,41168,908-257-0340x11761,jennifer.wilson@kaiserhealth.org,NY27041,NC,21-02-2029,31,TRUE,FALSE,19-05-2022
DOC101251,1682432333,BE3993446,Jamie,Mcdowell,Dr. Jamie Mcdowell,Oncology,Garcia and Sons,83181 Martin Gardens Suite 796,Stephaniechester,OH,34517,2019915426,jamie.mcdowell@kaiserhealth.org,CA59525,MI,05-11-2029,21,TRUE,FALSE,04-10-2022
DOC101252,1695235786,LE9412853,Melissa,Jones,Dr. Melissa Jones,Hematology,Berg-Harris,1147 Rich Shoals,Benderberg,CA,36513,001-882-223-0642x11684,melissa.jones@kaiserhealth.org,CA60140,IL,13-06-2028,21,TRUE,FALSE,26-11-2025
DOC101253,2487531198,AJ2554280,Lindsay,Pugh,Dr. Lindsay Pugh,Oncology,Davis-Miles,46652 Megan Park,Rogermouth,CA,25185,001-531-964-9506x05411,lindsay.pugh@kaiserhealth.org,GA63765,IL,12-06-2031,13,TRUE,FALSE,19-05-2022
DOC101254,1786887860,XF0392213,Sarah,May,Dr. Sarah May,Cardiology,Davidson-Newton,107 Danielle Plain,Raymouth,GA,59859,001-960-618-8304x1544,sarah.may@kaiserhealth.org,CA22193,MI,22-01-2031,25,TRUE,FALSE,25-09-2025
DOC101255,2399287987,FS7314249,John,Adams,Dr. John Adams,Rheumatology,Watson Ltd,69701 Shaw Lake Apt. 531,Roblesmouth,OH,6894,909-637-0118x596,john.adams@kaiserhealth.org,TX85533,NY,27-03-2030,35,FALSE,FALSE,24-08-2021
DOC101256,2441603328,TS0700510,Joan,Howard,Dr. Joan Howard,Endocrinology,"Smith, Ramsey and Sandoval",95792 Alyssa Mission Apt. 668,South Staceyburgh,NC,38252,461-919-5406,joan.howard@kaiserhealth.org,GA50923,PA,04-09-2029,10,TRUE,FALSE,18-09-2021
DOC101257,1220175454,CN4879210,William,Patel,Dr. William Patel,Pulmonology,"Mcgee, Brown and Shaw",12179 Morrison Wells,Port Margaret,OH,21497,731.225.6772,william.patel@kaiserhealth.org,OH27250,GA,01-01-2031,25,TRUE,FALSE,26-04-2023
DOC101258,1152697442,BH6078548,April,Cooper,Dr. April Cooper,Neurology,Martinez-Thompson,141 Joshua Extensions Suite 732,West Debra,CA,30978,001-974-521-4209x420,april.cooper@kaiserhealth.org,CA85086,PA,23-04-2031,37,FALSE,FALSE,02-08-2025
DOC101259,1383680601,JL7923267,Jose,Wood,Dr. Jose Wood,Oncology,"Gibson, Williamson and Jensen",0592 Perez Ways,Port Katiestad,IL,47541,001-987-779-9364x273,jose.wood@kaiserhealth.org,NC54858,NC,05-06-2029,11,TRUE,FALSE,05-10-2022
DOC101260,2015019679,RX2092519,Jeffrey,Griffith,Dr. Jeffrey Griffith,Oncology,Henderson Ltd,92135 Curtis Roads,East Dianaton,CA,14513,6756350246,jeffrey.griffith@kaiserhealth.org,NY83708,TX,10-07-2030,40,TRUE,FALSE,17-05-2022
DOC101261,2233297049,WG7958291,George,Taylor,Dr. George Taylor,Rheumatology,"Martinez, Perez and Jackson",738 Tanner Wall,Brownshire,NC,40400,991.537.0858,george.taylor@kaiserhealth.org,PA52298,NY,15-07-2029,9,TRUE,FALSE,08-12-2022
DOC101262,1971492075,QK1424873,David,Dodson,Dr. David Dodson,Oncology,Coleman Ltd,60809 Sean Landing,New Jessemouth,OH,71732,349-388-3803x7473,david.dodson@kaiserhealth.org,TX60525,TX,11-06-2028,27,TRUE,FALSE,09-04-2023
DOC101263,1124977367,RF4434354,Sean,Lambert,Dr. Sean Lambert,Nephrology,"Adams, Jackson and Kirby",0770 Manuel Fort Suite 588,Port James,GA,35077,-9283,sean.lambert@kaiserhealth.org,NC74934,TX,04-12-2030,29,TRUE,FALSE,27-08-2022
DOC101264,1564380299,BH4804247,Jessica,Nichols,Dr. Jessica Nichols,Nephrology,Olson-Hester,8753 Jones Landing,Carrilloville,CA,42591,230.870.6667,jessica.nichols@kaiserhealth.org,CA92114,CA,27-05-2028,8,TRUE,FALSE,23-06-2023
DOC101265,1916573762,KF6622549,Christopher,Berry,Dr. Christopher Berry,Endocrinology,Higgins Ltd,95530 Tracy Stream,Port Jameston,CA,30695,479.217.0379x3061,christopher.berry@kaiserhealth.org,FL64079,MI,23-04-2031,19,TRUE,FALSE,14-08-2021
DOC101266,1401527311,QF2641475,Justin,Calhoun,Dr. Justin Calhoun,Infectious Disease,"Anderson, Woods and Drake",47424 Hansen Neck Apt. 255,Port Rogermouth,MI,18117,001-490-253-6791,justin.calhoun@kaiserhealth.org,CA11510,NY,17-12-2030,38,TRUE,FALSE,29-04-2025
DOC101267,1359847422,UT3596677,Valerie,Knox,Dr. Valerie Knox,Oncology,"Chandler, Howell and Woods",55081 Ryan Union,Joshuachester,PA,43314,001-778-317-4420x540,valerie.knox@kaiserhealth.org,FL88004,CA,19-04-2031,15,TRUE,FALSE,22-08-2024
DOC101268,1473650032,VU0900647,Sandra,Wade,Dr. Sandra Wade,Infectious Disease,Washington-Benitez,201 Brewer Union,Carolynbury,NY,5145,2138414058,sandra.wade@kaiserhealth.org,IL49466,TX,05-03-2030,33,TRUE,FALSE,26-07-2025
DOC101269,1554042316,VR9206754,Andrew,Jones,Dr. Andrew Jones,Nephrology,Logan-Nelson,4840 Alexander Hill Apt. 046,Melindaview,FL,82194,668.434.8752x560,andrew.jones@kaiserhealth.org,MI35749,IL,25-02-2031,19,TRUE,FALSE,23-11-2023
DOC101270,2904539252,SR8357338,Randy,Taylor,Dr. Randy Taylor,Cardiology,Henderson-Miller,079 Rodgers Corners,East Elizabethville,FL,50840,(525)308-1595x904,randy.taylor@kaiserhealth.org,FL12581,GA,07-12-2028,19,TRUE,FALSE,04-09-2021
DOC101271,1302364122,KR4098537,Scott,Massey,Dr. Scott Massey,Endocrinology,Parsons Hospital,647 Gates Stravenue,Humphreyville,CA,82531,2324319767,scott.massey@kaiserhealth.org,FL40166,PA,13-01-2029,7,TRUE,FALSE,09-02-2024
DOC101272,1602325107,YC5558709,Tabitha,Garcia,Dr. Tabitha Garcia,Oncology,"King, Carter and James",5892 Vega Corner Apt. 281,Port Laurenbury,CA,58688,+1-624-647-9297x5914,tabitha.garcia@kaiserhealth.org,IL29907,TX,01-08-2027,24,FALSE,FALSE,15-07-2021
DOC101273,2411992551,EL3807819,Autumn,Collins,Dr. Autumn Collins,Cardiology,Rosales-Shields,3924 Castro Row Suite 376,Barnesview,CA,75496,937.380.5342x5191,autumn.collins@kaiserhealth.org,PA12794,PA,18-04-2029,19,TRUE,FALSE,28-07-2022
DOC101274,2941971575,MR1663282,Melanie,Armstrong,Dr. Melanie Armstrong,Pulmonology,Alexander-Roman,6091 Carolyn Lakes Apt. 642,Barbaraborough,OH,15341,269.770.8567x591,melanie.armstrong@kaiserhealth.org,FL12287,OH,03-02-2031,12,TRUE,FALSE,15-03-2025
DOC101275,1185635200,QP1504205,Jessica,Lewis,Dr. Jessica Lewis,Nephrology,"Garza, Lambert and Baird",44777 Joseph Knoll Suite 702,Wendytown,CA,91885,755-944-9409,jessica.lewis@kaiserhealth.org,OH75663,PA,13-12-2030,31,TRUE,FALSE,31-03-2024
DOC101276,2143360809,BD0146103,David,Price,Dr. David Price,Oncology,"Robinson, Green and Knox",5576 Clark Views Suite 420,Anthonyshire,TX,45257,907.827.7282,david.price@kaiserhealth.org,GA77298,NC,05-12-2029,37,TRUE,FALSE,10-04-2024
DOC101277,1046163881,PS7851856,Emily,Gilmore,Dr. Emily Gilmore,Nephrology,Brown-Love,66036 Shepherd Plains Apt. 276,Josephburgh,CA,84573,001-994-935-0079x61653,emily.gilmore@kaiserhealth.org,PA92275,CA,14-03-2031,29,TRUE,FALSE,20-06-2025
DOC101278,2882672800,RE7208147,Erin,Scott,Dr. Erin Scott,Endocrinology,Henry-Fisher,191 Lee Springs Suite 950,Langmouth,CA,80112,(950)216-9156,erin.scott@kaiserhealth.org,GA37627,PA,16-07-2029,31,TRUE,FALSE,30-10-2025
DOC101279,2830830697,SV9951454,Donald,Brown,Dr. Donald Brown,Oncology,"Williams, Warren and Gonzalez",902 Stacey Neck Suite 326,Port Kimberly,NC,82226,618-801-6959x9112,donald.brown@kaiserhealth.org,FL63956,GA,30-04-2031,10,TRUE,FALSE,24-09-2023
