patient_id,ssn,first_name,last_name,full_name,date_of_birth,age,gender,race,ethnicity,address,city,state,zip_code,phone,email,income_level,insurance_type,insurance_provider,diagnosis_code,diagnosis_description,is_eligible_for_pap,pap_enrollment_date,fraud_flag,created_at
PAT1005385,220-95-4457,Madeline,Giles,Madeline Giles,02-07-1940,60,Other,Hispanic,Hispanic,369 Hannah Rapids Suite 232,Lisaburgh,CA,2726,(273)455-5635x643,madeline.giles@example.com,$50k-$75k,Medicaid,Webb-Stokes,J00,Acute nasopharyngitis,FALSE,,FALSE,13-07-2024
PAT1005386,539-90-4044,Allison,Mccoy,Allison Mccoy,08-04-1994,64,M,Asian,Hispanic,42520 York Haven Suite 953,Robertsfort,PA,1219,-9259,allison.mccoy@example.com,$25k-$50k,Underinsured,,C01,Malignant neoplasm of base of tongue,TRUE,03-06-2025,FALSE,02-04-2023
PAT1005387,332-40-6948,Candace,Evans,Candace Evans,23-04-1950,62,Other,Hispanic,Hispanic,63452 Beck Ports,East Virginiaburgh,IL,61252,001-988-315-7524x36187,candace.evans@example.com,$25k-$50k,Underinsured,Mitchell-Cole,E13,Other specified diabetes mellitus,TRUE,02-01-2025,FALSE,01-10-2024
PAT1005388,779-44-2095,Dorothy,Conway,Dorothy Conway,05-10-1952,23,Other,Black,Hispanic,53612 Chapman Ridge,Port Edward,CA,33138,(954)557-7364x326,dorothy.conway@example.com,$75k-$100k,Medicaid,Powell-Mitchell,M54,Dorsalgia,FALSE,,FALSE,30-04-2026
PAT1005389,120-29-5950,Joshua,Montgomery,Joshua Montgomery,14-07-1981,38,M,Other,Hispanic,2686 Chad Point Apt. 963,Wongton,GA,84261,+1-736-475-3680x504,joshua.montgomery@example.com,$75k-$100k,Uninsured,,E11,Type 2 diabetes mellitus,TRUE,06-04-2026,FALSE,06-10-2025
PAT1005390,949-64-5171,Jorge,Sanchez,Jorge Sanchez,04-06-1960,73,M,Native American,Non-Hispanic,70283 Russo Plaza Suite 508,Obrienfurt,NC,67155,875-925-8403x80232,jorge.sanchez@example.com,$25k-$50k,Underinsured,,E10,Type 1 diabetes mellitus,TRUE,15-07-2025,FALSE,20-01-2026
PAT1005391,577-39-9191,David,Wilson,David Wilson,06-08-1935,50,F,Black,Non-Hispanic,71029 Walker Via Apt. 683,North Michelleberg,NY,58172,5913215983,david.wilson@example.com,$25k-$50k,Medicare,Stein Ltd,C06,Malignant neoplasm of other parts of mouth,TRUE,06-06-2026,FALSE,08-10-2024
PAT1005392,248-69-6873,Michael,Robinson,Michael Robinson,20-03-1964,41,Other,Other,Non-Hispanic,818 Edwards Flat Suite 968,New Thomas,PA,38450,(342)915-9578x4978,michael.robinson@example.com,$25k-$50k,Uninsured,Parker LLC,C06,Malignant neoplasm of other parts of mouth,TRUE,02-08-2025,FALSE,14-02-2025
PAT1005393,215-96-9445,Lori,Tran,Lori Tran,04-11-1966,54,Other,Asian,Hispanic,44269 Blake Avenue,East Stephen,IL,55561,582-974-9912x700,lori.tran@example.com,$50k-$75k,Private,Butler-Lawrence,J02,Acute pharyngitis,FALSE,,FALSE,14-01-2024
PAT1005394,881-62-7197,George,Gonzalez,George Gonzalez,29-08-1943,90,F,Hispanic,Non-Hispanic,5577 Anderson Ports Suite 961,Martinezfurt,MI,4023,001-994-593-8939x4157,george.gonzalez@example.com,< $25k,Medicare,Rodriguez Inc,I11,Hypertensive heart disease,TRUE,27-07-2024,FALSE,14-03-2026
PAT1005395,746-20-5427,Luis,Romero,Luis Romero,09-08-1936,22,F,Other,Hispanic,4855 Davis Lock Apt. 676,Lake Dawn,PA,3881,001-619-376-9730x88479,luis.romero@example.com,< $25k,Underinsured,Cruz and Sons,I50,Heart failure,TRUE,12-09-2025,FALSE,29-09-2024
PAT1005396,897-90-3848,James,Brandt,James Brandt,17-11-1993,64,F,Other,Non-Hispanic,9971 Oconnell Orchard Apt. 877,New Benjaminton,IL,78413,869.402.4582x1648,james.brandt@example.com,< $25k,Underinsured,Smith-Rice,C07,Malignant neoplasm of parotid gland,TRUE,01-06-2025,FALSE,27-02-2023
PAT1005397,779-71-7324,Michael,Gilmore,Michael Gilmore,23-09-1947,27,Other,Hispanic,Non-Hispanic,66214 Christina Landing Suite 311,North John,TX,64501,520-814-0074,michael.gilmore@example.com,$25k-$50k,Underinsured,Lee-Walton,E11,Type 2 diabetes mellitus,TRUE,12-06-2025,FALSE,30-06-2024
PAT1005398,369-54-7850,Jessica,Howell,Jessica Howell,19-08-1979,19,F,Other,Hispanic,51898 White Stravenue Suite 922,Lake Autumnmouth,OH,27371,(821)481-2135,jessica.howell@example.com,$25k-$50k,Private,"Ramsey, Bailey and Brown",I12,Hypertensive chronic kidney disease,TRUE,03-05-2026,FALSE,27-07-2024
PAT1005399,794-73-3657,Matthew,Moore,Matthew Moore,18-04-1987,41,Other,White,Non-Hispanic,520 Browning Trail,Robinsonmouth,MI,40237,724-293-8092x116,matthew.moore@example.com,$50k-$75k,Medicare,"Williams, Miller and Walker",J00,Acute nasopharyngitis,FALSE,,FALSE,12-02-2024
PAT1005400,242-18-1990,Andrew,Johnson,Andrew Johnson,17-03-1966,19,M,White,Hispanic,035 Monroe Lane Apt. 132,Lake Luisport,NY,36481,(250)813-2044,andrew.johnson@example.com,< $25k,Uninsured,,I21,Acute myocardial infarction,TRUE,22-11-2025,FALSE,07-03-2026
PAT1005401,407-63-7568,Michael,Williams,Michael Williams,29-11-1964,87,F,Asian,Hispanic,11389 Holly Ville,Port Janice,PA,81845,571.449.8414x86993,michael.williams@example.com,< $25k,Underinsured,Turner-Williams,I10,Essential hypertension,TRUE,27-10-2024,FALSE,15-07-2023
PAT1005402,303-21-8687,Christopher,Henry,Christopher Henry,14-03-1991,57,F,Asian,Non-Hispanic,28788 Burns Harbor Apt. 003,Gibbsside,TX,58297,+1-772-876-5013x12868,christopher.henry@example.com,> $100k,Underinsured,Jenkins-Brown,C07,Malignant neoplasm of parotid gland,TRUE,18-05-2026,FALSE,18-08-2024
PAT1005403,381-18-8950,Lisa,Perry,Lisa Perry,10-07-1964,23,F,Hispanic,Non-Hispanic,8008 Christopher Haven Apt. 808,Port Willie,NY,9101,9616718102,lisa.perry@example.com,$25k-$50k,Underinsured,Mclaughlin-Pratt,E13,Other specified diabetes mellitus,TRUE,19-01-2025,FALSE,27-01-2025
PAT1005404,967-86-4864,Tony,Casey,Tony Casey,02-07-1935,46,F,Asian,Non-Hispanic,024 Bobby Garden Apt. 700,Marcuston,OH,50875,952-348-7872x854,tony.casey@example.com,< $25k,Medicare,"Reeves, Petty and Delacruz",C04,Malignant neoplasm of floor of mouth,TRUE,06-09-2024,FALSE,31-12-2024
PAT1005405,423-12-3312,Benjamin,Stone,Benjamin Stone,19-02-2001,51,M,Native American,Hispanic,7187 Robertson Brook Suite 237,Matthewborough,OH,42915,9612375021,benjamin.stone@example.com,$25k-$50k,Uninsured,Pacheco-Porter,C08,Malignant neoplasm of major salivary glands,TRUE,09-02-2025,FALSE,28-04-2024
PAT1005406,431-17-3778,Alexander,Bolton,Alexander Bolton,05-11-1992,59,F,White,Non-Hispanic,336 Palmer Ville Apt. 300,South Sharon,OH,53414,967-835-8657x7555,alexander.bolton@example.com,> $100k,Private,Lewis-Miller,J06,Acute upper respiratory infections,FALSE,,FALSE,20-01-2025
PAT1005407,515-50-4348,Rebecca,Pace,Rebecca Pace,11-03-1962,74,M,White,Hispanic,217 Norris Isle Suite 980,Deannachester,MI,27508,001-789-860-0101,rebecca.pace@example.com,$25k-$50k,Underinsured,Vargas Group,I10,Essential hypertension,TRUE,18-10-2024,FALSE,28-11-2025
PAT1005408,692-39-6880,Julia,Floyd,Julia Floyd,13-10-1950,21,M,Hispanic,Non-Hispanic,334 Renee Ferry Apt. 057,Malloryfort,PA,1426,577-221-4198,julia.floyd@example.com,< $25k,Uninsured,Mcdowell-Herrera,I50,Heart failure,TRUE,03-07-2025,FALSE,22-03-2024
PAT1005409,297-39-3961,Philip,Young,Philip Young,01-12-1995,67,Other,White,Hispanic,003 Thomas Stravenue Apt. 008,Audreyburgh,CA,67782,(922)986-8915x842,philip.young@example.com,< $25k,Underinsured,Arellano LLC,I20,Angina pectoris,TRUE,05-09-2024,FALSE,08-07-2022
PAT1005410,648-28-3737,Michael,Aguirre,Michael Aguirre,03-02-1973,64,M,Hispanic,Hispanic,929 Black Plaza Suite 264,South Tina,NC,89150,235.583.8921x889,michael.aguirre@example.com,$50k-$75k,Uninsured,,C50,Malignant neoplasm of breast,TRUE,03-12-2024,FALSE,29-09-2023
PAT1005411,487-68-8636,Alexander,Owens,Alexander Owens,27-05-1953,83,F,White,Hispanic,9638 Leah Port,Lake Michael,TX,14780,555.556.9059x283,alexander.owens@example.com,> $100k,Medicaid,"Horton, Harrison and Pugh",M54,Dorsalgia,FALSE,,FALSE,12-03-2025
PAT1005412,457-78-5214,Scott,Johnson,Scott Johnson,14-01-1971,29,Other,Native American,Non-Hispanic,906 Harris Common,Kristinchester,NC,5133,+1-247-951-5135x226,scott.johnson@example.com,$75k-$100k,Medicaid,Bailey-Fuller,J06,Acute upper respiratory infections,FALSE,,FALSE,15-09-2022
PAT1005413,863-85-3286,Alicia,Kane,Alicia Kane,11-08-1961,83,M,Hispanic,Hispanic,07851 Ruiz Cove Apt. 700,East Pamela,FL,44326,+1-788-308-5674x400,alicia.kane@example.com,< $25k,Underinsured,,C07,Malignant neoplasm of parotid gland,TRUE,02-01-2026,FALSE,19-07-2023
PAT1005414,865-73-1716,Diana,Pacheco,Diana Pacheco,28-02-1974,82,F,Asian,Non-Hispanic,3699 Sims Junction Suite 368,Port Marthachester,PA,20105,001-465-855-8424x5743,diana.pacheco@example.com,$25k-$50k,Medicare,"James, Carey and Watson",C02,Malignant neoplasm of other parts of tongue,TRUE,27-06-2025,FALSE,23-07-2021
PAT1005415,241-48-3195,Steven,Morris,Steven Morris,01-06-1973,48,F,White,Non-Hispanic,4328 Kim Cove Suite 443,Teresaborough,IL,92300,(351)896-1575x62131,steven.morris@example.com,$25k-$50k,Medicaid,Ortiz-Leonard,C00,Malignant neoplasm of lip,TRUE,04-01-2026,FALSE,14-09-2023
PAT1005416,104-20-7105,Julia,Reed,Julia Reed,09-10-1953,72,F,Black,Hispanic,3220 Zimmerman Highway Suite 415,Matatown,FL,33117,7623751140,julia.reed@example.com,< $25k,Underinsured,,E13,Other specified diabetes mellitus,TRUE,19-06-2026,FALSE,19-01-2023
PAT1005417,368-17-5419,Sarah,Barton,Sarah Barton,02-12-2004,61,M,Asian,Non-Hispanic,643 Rodriguez Estates Suite 019,Brooksfort,MI,14682,491.339.1157,sarah.barton@example.com,< $25k,Medicaid,Bean and Sons,C02,Malignant neoplasm of other parts of tongue,TRUE,17-07-2024,FALSE,27-04-2023
PAT1005418,784-53-6631,Adam,Hess,Adam Hess,15-08-1965,50,Other,Asian,Hispanic,077 Chung Alley,Port Stevenville,NY,60689,677.866.9377,adam.hess@example.com,$75k-$100k,Medicaid,"Owens, Mclean and Yang",J00,Acute nasopharyngitis,FALSE,,FALSE,05-06-2022
PAT1005419,171-43-2286,Dawn,Garcia,Dawn Garcia,26-10-1957,84,Other,Other,Non-Hispanic,09514 Williams Vista,Blankenshipstad,TX,50523,640-746-4041,dawn.garcia@example.com,< $25k,Uninsured,Elliott Group,E10,Type 1 diabetes mellitus,TRUE,23-05-2025,FALSE,20-05-2023
PAT1005420,340-58-9913,Isaiah,Smith,Isaiah Smith,15-11-1971,57,F,White,Hispanic,852 Woodard Union Apt. 489,New Codychester,NC,22067,2896545570,isaiah.smith@example.com,$25k-$50k,Underinsured,Norris Inc,J06,Acute upper respiratory infections,TRUE,,FALSE,01-11-2023
PAT1005421,184-98-9286,Thomas,Wright,Thomas Wright,28-04-2008,61,M,Black,Hispanic,953 Kevin Ports,New Derrickport,NC,51612,+1-431-381-9012x107,thomas.wright@example.com,> $100k,Medicaid,Clark Inc,J20,Acute bronchitis,FALSE,,FALSE,18-11-2025
PAT1005422,497-17-8861,Ann,Patel,Ann Patel,16-01-1997,59,M,Native American,Non-Hispanic,5909 Aaron Route Apt. 873,Brendachester,CA,56696,915.926.9915x02775,ann.patel@example.com,$25k-$50k,Underinsured,"Stanton, Moore and Martinez",C07,Malignant neoplasm of parotid gland,TRUE,05-03-2026,FALSE,09-03-2023
PAT1005423,964-32-6529,Michael,Christensen,Michael Christensen,25-05-1936,88,Other,Black,Non-Hispanic,087 Stout Ports,Davidsonmouth,NY,74823,573-715-9806,michael.christensen@example.com,$25k-$50k,Uninsured,,C04,Malignant neoplasm of floor of mouth,TRUE,23-04-2025,FALSE,15-07-2025
PAT1005424,153-70-7521,Leah,Rojas,Leah Rojas,02-08-1943,71,M,Black,Non-Hispanic,33480 Joe Mission Suite 575,Yvonneborough,IL,42383,503.950.2558x36199,leah.rojas@example.com,< $25k,Medicare,Carter-Mitchell,E14,Unspecified diabetes mellitus,TRUE,29-04-2026,FALSE,19-04-2025
PAT1005425,105-66-5141,Tyler,Moore,Tyler Moore,23-09-1953,54,M,Black,Hispanic,52515 Gregory Rue,Port Ericside,NC,89206,561.290.1412,tyler.moore@example.com,> $100k,Uninsured,,C50,Malignant neoplasm of breast,TRUE,24-01-2026,FALSE,24-10-2021
PAT1005426,971-56-6618,Kelly,Garcia,Kelly Garcia,29-01-1967,69,F,Hispanic,Hispanic,986 Alexander Spur,Campbellhaven,IL,22308,318.283.7455x2010,kelly.garcia@example.com,$50k-$75k,Medicaid,Torres-Carlson,M54,Dorsalgia,FALSE,,FALSE,30-07-2025
PAT1005427,516-28-3660,Donald,Brown,Donald Brown,25-12-1978,90,F,Black,Hispanic,73538 Ryan Stream Suite 126,Julieberg,FL,41914,-8588,donald.brown@example.com,$25k-$50k,Underinsured,Kelly-Hamilton,J02,Acute pharyngitis,TRUE,,FALSE,21-10-2021
PAT1005428,494-69-6693,Bryan,Davidson,Bryan Davidson,04-02-1982,19,F,White,Hispanic,8849 Dennis Expressway Suite 800,Lake Cassandrastad,OH,4738,(614)891-1501x753,bryan.davidson@example.com,$75k-$100k,Medicare,Kennedy-Bush,J06,Acute upper respiratory infections,FALSE,,FALSE,16-10-2023
PAT1005429,600-42-9820,Douglas,Cobb,Douglas Cobb,12-05-1968,80,F,Other,Hispanic,7224 Wagner Rapids Apt. 412,Amandaton,PA,89505,431-553-4780x44558,douglas.cobb@example.com,< $25k,Uninsured,,C03,Malignant neoplasm of gum,TRUE,24-04-2026,FALSE,03-12-2024
PAT1005430,643-46-5173,Ronald,Cervantes,Ronald Cervantes,17-11-1961,89,F,Other,Non-Hispanic,42537 Riley Key,West Davidborough,NY,17837,256.237.4092x86409,ronald.cervantes@example.com,$50k-$75k,Medicare,Thomas-Martin,M54,Dorsalgia,FALSE,,FALSE,22-07-2022
PAT1005431,969-41-7464,Jeffrey,Richardson,Jeffrey Richardson,25-10-1935,61,F,White,Non-Hispanic,4327 Janice Square Suite 321,West Troy,NC,57371,001-568-559-0818x65991,jeffrey.richardson@example.com,$75k-$100k,Medicare,Rodriguez-Day,J02,Acute pharyngitis,FALSE,,FALSE,18-12-2023
PAT1005432,186-52-5772,Jerry,Schwartz,Jerry Schwartz,04-04-1942,67,Other,Black,Non-Hispanic,5809 Adam Loaf Apt. 369,North Felicia,NC,30954,793.223.7107x898,jerry.schwartz@example.com,$25k-$50k,Private,Smith-May,I21,Acute myocardial infarction,TRUE,30-09-2025,FALSE,07-03-2022
PAT1005433,394-65-3093,Ruth,Wong,Ruth Wong,17-06-1945,90,F,White,Non-Hispanic,730 Lauren Way Apt. 977,Wrightstad,GA,65548,(400)715-3416,ruth.wong@example.com,$75k-$100k,Medicaid,Martin-Jones,J20,Acute bronchitis,FALSE,,FALSE,19-11-2025
PAT1005434,567-20-3574,Susan,King,Susan King,01-10-1956,47,Other,White,Hispanic,8105 Thomas Fords Apt. 511,Port Timothystad,PA,52086,+1-933-459-5424x2033,susan.king@example.com,< $25k,Medicaid,West LLC,C08,Malignant neoplasm of major salivary glands,TRUE,29-11-2024,FALSE,04-02-2023
PAT1005435,224-16-4545,Troy,Burke,Troy Burke,03-04-1998,22,F,Native American,Hispanic,24730 Mark Unions,Port Wesley,FL,8967,771.917.1498,troy.burke@example.com,$25k-$50k,Uninsured,,I21,Acute myocardial infarction,TRUE,28-02-2025,FALSE,12-02-2023
PAT1005436,197-97-6831,James,Nelson,James Nelson,25-08-1995,26,F,Other,Non-Hispanic,2892 Curry Lakes,North Jesse,NY,15391,(457)532-0917,james.nelson@example.com,$75k-$100k,Uninsured,,E13,Other specified diabetes mellitus,TRUE,15-09-2025,FALSE,26-02-2024
PAT1005437,460-11-2362,James,Cameron,James Cameron,06-12-1973,74,Other,Hispanic,Hispanic,23421 Jennifer Road Suite 541,Lisamouth,PA,15990,+1-484-713-8449x182,james.cameron@example.com,< $25k,Uninsured,Cordova LLC,C50,Malignant neoplasm of breast,TRUE,19-09-2025,FALSE,22-12-2022
PAT1005438,729-50-7069,Abigail,Weeks,Abigail Weeks,31-03-1972,39,M,Hispanic,Non-Hispanic,4371 Amy Spring Suite 525,North Stephenborough,MI,79389,001-964-223-2330x27951,abigail.weeks@example.com,> $100k,Underinsured,"Wise, Gomez and Johnson",E10,Type 1 diabetes mellitus,TRUE,19-12-2024,FALSE,15-04-2023
PAT1005439,255-24-9965,Sarah,Cox,Sarah Cox,03-09-2004,28,M,Asian,Non-Hispanic,658 Mary Gateway Apt. 638,Greenberg,NC,24048,001-342-798-2328x39118,sarah.cox@example.com,< $25k,Underinsured,Reese-Foster,J20,Acute bronchitis,TRUE,,FALSE,01-07-2025
PAT1005440,714-91-2344,Krista,Kelley,Krista Kelley,25-03-1939,36,Other,Hispanic,Non-Hispanic,076 Henson Burgs,Smithton,NC,81780,(203)969-0856,krista.kelley@example.com,> $100k,Underinsured,Fuller-Scott,E13,Other specified diabetes mellitus,TRUE,13-02-2026,FALSE,17-08-2023
PAT1005441,354-39-4252,Jared,Davis,Jared Davis,21-11-1977,65,M,Other,Non-Hispanic,58311 Obrien Station,Jamieshire,OH,46178,295-640-3158,jared.davis@example.com,< $25k,Uninsured,Harrison Inc,J02,Acute pharyngitis,TRUE,,FALSE,30-05-2023
PAT1005442,195-23-1171,Matthew,Wallace,Matthew Wallace,03-09-1936,29,M,Hispanic,Hispanic,320 Lewis Mall,North Tony,NY,90774,(539)548-6730,matthew.wallace@example.com,< $25k,Medicaid,"Ramos, Sims and Adams",E14,Unspecified diabetes mellitus,TRUE,12-10-2024,FALSE,11-06-2025
PAT1005443,216-22-4284,Charles,Hudson,Charles Hudson,18-07-1949,82,Other,Native American,Non-Hispanic,455 Lisa Lights,Thomasstad,OH,18036,001-372-587-2586x3694,charles.hudson@example.com,$75k-$100k,Private,Spencer Ltd,J02,Acute pharyngitis,FALSE,,FALSE,09-12-2024
PAT1005444,942-13-5072,Louis,Lambert,Louis Lambert,02-02-1968,63,M,Asian,Hispanic,936 Vargas Union,Grossfort,NY,54715,500-590-4937,louis.lambert@example.com,$75k-$100k,Uninsured,,E13,Other specified diabetes mellitus,TRUE,21-06-2025,FALSE,23-03-2023
PAT1005445,168-18-7551,Michael,Rodriguez,Michael Rodriguez,09-01-1991,68,M,White,Non-Hispanic,6942 Melanie Divide,North Ryan,IL,95530,808.732.6397x312,michael.rodriguez@example.com,< $25k,Uninsured,"Griffin, Carter and Meyer",I10,Essential hypertension,TRUE,02-02-2026,FALSE,16-06-2026
PAT1005446,512-71-1048,Fred,Simmons,Fred Simmons,18-10-2004,79,Other,Hispanic,Non-Hispanic,750 Simpson Land,East Paulahaven,FL,37693,-4388,fred.simmons@example.com,$50k-$75k,Medicaid,Yates and Sons,J06,Acute upper respiratory infections,FALSE,,FALSE,08-07-2024
PAT1005447,961-10-6145,Christopher,Romero,Christopher Romero,04-09-2004,36,M,White,Non-Hispanic,62043 Vargas Stravenue,Josephberg,NY,97854,785-344-4956x6236,christopher.romero@example.com,< $25k,Underinsured,Blankenship-Johnson,I50,Heart failure,TRUE,17-12-2024,FALSE,09-06-2022
PAT1005448,448-50-5162,Michael,Wall,Michael Wall,17-10-1972,52,F,Black,Hispanic,345 Weber Loaf Apt. 725,Brownfurt,OH,87076,(621)393-0590,michael.wall@example.com,< $25k,Medicare,Carpenter Group,I48,Atrial fibrillation,TRUE,08-10-2024,FALSE,21-04-2022
PAT1005449,100-94-5225,Brent,Jones,Brent Jones,02-12-1955,55,M,Asian,Non-Hispanic,2528 Holland Rapid Apt. 664,Bennettview,OH,25654,001-844-496-1784x3577,brent.jones@example.com,$25k-$50k,Underinsured,Brandt-Shields,J06,Acute upper respiratory infections,TRUE,,FALSE,29-09-2025
PAT1005450,976-34-9518,Brandon,Mcbride,Brandon Mcbride,27-01-1952,68,Other,Hispanic,Hispanic,81523 Horton Underpass,Wilkinsonbury,PA,41957,001-359-725-9612x06668,brandon.mcbride@example.com,$75k-$100k,Private,Yang LLC,J02,Acute pharyngitis,FALSE,,FALSE,06-06-2026
PAT1005451,851-24-6626,Micheal,Mendez,Micheal Mendez,13-06-1993,32,Other,White,Non-Hispanic,8232 James Viaduct,Laurenton,CA,56390,236.395.1147x526,micheal.mendez@example.com,$25k-$50k,Uninsured,"Huang, Smith and Dalton",M54,Dorsalgia,TRUE,,FALSE,07-04-2024
PAT1005452,611-83-3405,Daniel,Curtis,Daniel Curtis,07-05-1942,89,M,Other,Hispanic,739 Darlene Island,Langport,TX,55853,001-590-708-5112x4225,daniel.curtis@example.com,> $100k,Underinsured,Kim-Klein,I25,Chronic ischemic heart disease,TRUE,16-02-2025,FALSE,12-03-2025
PAT1005453,393-50-8950,George,Luna,George Luna,21-02-1982,22,Other,Other,Hispanic,4698 Brandon Island Suite 683,Porterton,GA,30694,(698)469-9021x230,george.luna@example.com,$50k-$75k,Private,"Harrison, Mitchell and Pittman",J02,Acute pharyngitis,FALSE,,FALSE,01-04-2023
PAT1005454,176-23-3135,Danielle,Garcia,Danielle Garcia,23-02-1946,61,Other,Black,Hispanic,51943 Cassidy Village Apt. 521,North Angela,IL,49401,357.618.5014x01314,danielle.garcia@example.com,< $25k,Uninsured,"Garcia, Bennett and Thompson",E14,Unspecified diabetes mellitus,TRUE,28-03-2025,FALSE,28-09-2025
PAT1005455,103-69-2191,Mary,Cobb,Mary Cobb,01-03-1969,87,F,Black,Non-Hispanic,925 Gibson Ferry,South Thomas,PA,48920,8122040822,mary.cobb@example.com,$75k-$100k,Medicare,"Baker, Jensen and Robinson",J02,Acute pharyngitis,FALSE,,FALSE,26-10-2022
PAT1005456,385-43-4772,Elizabeth,Hayden,Elizabeth Hayden,19-07-1936,48,M,Native American,Hispanic,52345 Ponce Trail,West Patriciamouth,GA,9984,001-243-330-5238x698,elizabeth.hayden@example.com,< $25k,Private,Gutierrez Group,I10,Essential hypertension,TRUE,14-05-2026,FALSE,06-01-2023
PAT1005457,298-18-5158,Eileen,Cruz,Eileen Cruz,27-08-1936,68,Other,Hispanic,Hispanic,1756 Julie Forest Suite 353,New Robert,GA,84105,+1-458-391-7153x22747,eileen.cruz@example.com,$25k-$50k,Uninsured,Knapp PLC,C02,Malignant neoplasm of other parts of tongue,TRUE,03-05-2025,FALSE,24-08-2024
PAT1005458,386-41-6778,Nicholas,Lee,Nicholas Lee,06-11-2001,21,M,Native American,Hispanic,4868 Kennedy Glens Apt. 023,Port Joshuachester,OH,10219,001-645-235-3216x0228,nicholas.lee@example.com,< $25k,Uninsured,,E14,Unspecified diabetes mellitus,TRUE,21-03-2025,FALSE,03-03-2023
PAT1005459,873-61-3045,Melissa,Johnson,Melissa Johnson,28-08-1959,53,Other,Hispanic,Hispanic,022 Moran Plaza,Amychester,PA,9744,4088960330,melissa.johnson@example.com,$25k-$50k,Medicare,Terry Group,C04,Malignant neoplasm of floor of mouth,TRUE,17-01-2025,FALSE,23-01-2022
PAT1005460,828-40-8203,Rhonda,Davis,Rhonda Davis,03-03-1962,28,F,Other,Hispanic,487 Ruben Ranch,Port Bryan,OH,21078,5845031219,rhonda.davis@example.com,< $25k,Underinsured,,I50,Heart failure,TRUE,16-05-2026,FALSE,25-09-2022
PAT1005461,106-62-8401,Taylor,Morris,Taylor Morris,11-10-1968,18,F,Native American,Hispanic,838 Meghan Pike,Dustinland,NC,2455,837-229-0724,taylor.morris@example.com,$75k-$100k,Underinsured,"Garcia, Porter and Archer",I12,Hypertensive chronic kidney disease,TRUE,10-05-2026,FALSE,11-10-2024
PAT1005462,855-49-7620,Blake,Carroll,Blake Carroll,14-05-1979,29,M,Hispanic,Non-Hispanic,273 Alexander Ways,Dayborough,FL,69299,337-896-4181x00899,blake.carroll@example.com,< $25k,Uninsured,"Warren, Martin and Braun",C00,Malignant neoplasm of lip,TRUE,25-09-2025,FALSE,04-01-2022
PAT1005463,170-96-7238,William,Grant,William Grant,21-10-1992,24,Other,Asian,Hispanic,711 Laura Throughway,Josephstad,NC,26641,743.622.2901x3570,william.grant@example.com,$25k-$50k,Uninsured,Green-Hopkins,C00,Malignant neoplasm of lip,TRUE,12-05-2026,FALSE,21-11-2025
PAT1005464,570-84-7995,Eric,Jones,Eric Jones,13-09-2005,20,F,White,Hispanic,76154 Blake Run,Pattonhaven,GA,61676,-6607,eric.jones@example.com,< $25k,Medicaid,Stanley-Pearson,E11,Type 2 diabetes mellitus,TRUE,27-06-2025,FALSE,29-04-2024
PAT1005465,723-70-5968,Caroline,Braun,Caroline Braun,22-09-1950,32,Other,Black,Non-Hispanic,063 Pacheco Fall,Copelandborough,IL,67298,628.869.4258x784,caroline.braun@example.com,$25k-$50k,Medicare,"Adams, Edwards and Cooper",C00,Malignant neoplasm of lip,TRUE,14-02-2026,FALSE,11-10-2025
PAT1005466,704-16-4608,Jamie,Lee,Jamie Lee,20-07-1948,26,M,Hispanic,Non-Hispanic,671 Taylor Pine,East Troy,CA,54863,832-993-6228,jamie.lee@example.com,$25k-$50k,Medicare,"Norman, Harmon and Mccarty",E13,Other specified diabetes mellitus,TRUE,02-10-2025,FALSE,15-12-2025
PAT1005467,499-84-5414,Edward,Gardner,Edward Gardner,23-06-1962,64,F,Hispanic,Hispanic,2834 Paul Club Apt. 964,New Larrychester,PA,40495,(485)991-8553,edward.gardner@example.com,$50k-$75k,Uninsured,,I25,Chronic ischemic heart disease,TRUE,24-06-2025,FALSE,14-03-2023
PAT1005468,598-51-5552,Ashley,Morton,Ashley Morton,22-02-1966,18,F,White,Hispanic,9477 Patterson Center Apt. 811,West Alex,MI,86438,001-299-953-5085,ashley.morton@example.com,> $100k,Underinsured,Walker Group,E14,Unspecified diabetes mellitus,TRUE,15-04-2026,FALSE,13-01-2025
PAT1005469,343-89-4323,Joshua,Strong,Joshua Strong,28-01-1995,45,F,Asian,Hispanic,78214 Fox Way Apt. 328,Amberburgh,IL,79368,504.699.6493,joshua.strong@example.com,> $100k,Underinsured,"Johnston, Wilson and Hart",I48,Atrial fibrillation,TRUE,23-03-2026,FALSE,01-08-2025
PAT1005470,984-74-3232,Tammy,Jones,Tammy Jones,24-10-2005,64,Other,Hispanic,Non-Hispanic,7944 Ross Mission Suite 155,West Jared,IL,59444,6398247987,tammy.jones@example.com,< $25k,Underinsured,Jacobson and Sons,C06,Malignant neoplasm of other parts of mouth,TRUE,19-04-2025,FALSE,27-05-2022
PAT1005471,565-47-9830,Jacqueline,Jones,Jacqueline Jones,26-11-1957,22,M,Black,Non-Hispanic,8276 Ryan Valleys,New Cheryl,FL,49797,+1-327-472-4830x50762,jacqueline.jones@example.com,$25k-$50k,Underinsured,"Ewing, Kennedy and Trujillo",C04,Malignant neoplasm of floor of mouth,TRUE,11-02-2026,FALSE,20-02-2025
